location,count,link
"white cliffs",2,"/browse.html#white%20cliffs"
"great falls",2,"/browse.html#great%20falls"
"gates of the mountains",2,"/browse.html#gates%20of%20the%20mountains"
"three forks",2,"/browse.html#three%20forks"
"beaverhead rock",2,"/browse.html#beaverhead%20rock"
"pompey's pillar",2,"/browse.html#pompey's%20pillar"
"powder river",2,"/browse.html#powder%20river"
"culbertson",2,"/browse.html#culbertson"
